	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	sig
AC002064	3.02936367050185	-0.102251090919288	0.266466916135537	-0.383729028737207	0.701179294902438	0.999980938187157	none
AC003973	3.44965358977544	0.0643806436576956	0.260292085276317	0.24733999725482	0.804645106841721	0.999980938187157	none
AC003989	3.62429146480485	-0.245379406765713	0.234208143368657	-1.0476980144088	0.294777762683554	0.999980938187157	none
AC004692	5.48069521579102	-0.125734685502304	0.194433926669784	-0.64667050476147	0.517845216388495	0.999980938187157	none
AC004941	5.88164248530132	0.169587565361873	0.202214875986034	0.838650294816022	0.40166557843359	0.999980938187157	none
AC005162	3.17154741941262	0.0652068317253115	0.271320536036617	0.240331353747994	0.810073390386461	0.999980938187157	none
AC005224	4.93769127524054	-0.0265539712253577	0.210332985721752	-0.126247298464567	0.899536172091726	0.999980938187157	none
AC005256	3.7473478415162	0.154006683702625	0.25421558285024	0.605811343175414	0.54464003649649	0.999980938187157	none
AC005306	5.29694510730475	-0.178280624791406	0.19526744459908	-0.913007414817402	0.36123864183462	0.999980938187157	none
AC005498	2.92060586764749	-0.066957513712349	0.272309554527933	-0.245887493108439	0.805769325714886	0.999980938187157	none
AC005523	5.30586549761412	-0.102173646661812	0.1988451837246	-0.513835159333411	0.607367243971705	0.999980938187157	none
AC005537	2.13323102661848	0.447826303699032	0.362308579916475	1.23603560203369	0.216445330299847	0.999980938187157	NA
AC005592	3.95256167985907	-0.104404516961257	0.231576935615648	-0.450841603390672	0.652103714116835	0.999980938187157	none
AC005606	3.74629420849512	0.0717538355448382	0.248982399984022	0.288188384196807	0.773202539854317	0.999980938187157	none
AC005785	4.78372122156327	0.0420982253901845	0.217519078719247	0.193538082443429	0.846537584328496	0.999980938187157	none
AC005838	2.94597812273024	-0.098397075362623	0.269836762240074	-0.364654076582342	0.715369642963418	0.999980938187157	none
AC006026	5.37879311894157	-0.104464022545689	0.197383976368634	-0.52924266937754	0.59663712029653	0.999980938187157	none
AC006129	2.09699961742914	-0.406250277224478	0.295545003684418	-1.37458008817591	0.169261665254806	0.999980938187157	NA
AC006538	3.65941263229225	-0.0828097764373425	0.24253802714875	-0.341430073505772	0.73277983843471	0.999980938187157	none
AC007292	4.51294385431159	-0.112646131398857	0.215851227808161	-0.521869310370436	0.60176132753809	0.999980938187157	none
AC007349	2.85629272014239	-0.152053146779797	0.270020298633209	-0.563117467647659	0.573354897747233	0.999980938187157	none
AC007362	3.03622498291874	0.093105278390424	0.27838722803276	0.334445222391696	0.738043619473111	0.999980938187157	none
AC007365	4.78329732429544	0.0733459312227864	0.219219922329898	0.334576941927797	0.737944241076679	0.999980938187157	none
AC007389	4.4864037254812	0.0019214088009571	0.222728865850902	0.0086266716871953	0.993116997221341	0.999980938187157	none
AC007401	3.9002475784612	0.0198912996111278	0.241110814982523	0.0824985789731978	0.934250248299393	0.999980938187157	none
AC007680	2.39241427029793	0.045261346495471	0.305732581066487	0.148042273864257	0.882309406074761	0.999980938187157	none
AC007787	2.54768390832081	0.0258550292244931	0.29379687918415	0.0880030764666062	0.929874230964815	0.999980938187157	none
AC008088	4.23614161540993	-0.122991359611507	0.222374605399457	-0.553081856584183	0.580207359825804	0.999980938187157	none
AC008746	3.75477288175002	-0.320483531590678	0.225816206563338	-1.41922290019865	0.155834041612787	0.999980938187157	NA
AC008753	3.98655363786669	0.018123370018713	0.237675557922092	0.0762525611685055	0.939218166607793	0.999980938187157	none
AC009120	6.05788118484689	-0.00949389407229245	0.189887191539902	-0.0499975485197351	0.960124341878159	0.999980938187157	none
AC009133	4.25755764860887	0.0514459362429357	0.231873462607404	0.221870737877586	0.824414510601119	0.999980938187157	none
AC009502	4.12892606795389	0.111968707232791	0.239056424176946	0.468377738093806	0.639514485100155	0.999980938187157	none
AC010145	2.89290218233643	-0.0345225122303277	0.274888391815088	-0.125587377489371	0.900058555143691	0.999980938187157	none
AC010524	4.64692086191568	0.0275045031219041	0.220034668573958	0.125000770561114	0.900522940305545	0.999980938187157	none
AC012065	6.01096347614676	-0.308675316616617	0.176988905156005	-1.74403766351647	0.0811525225580749	0.999980938187157	NA
AC012360	3.59277392597983	0.00449558172315762	0.250359073452575	0.0179565360310746	0.985673527037381	0.999980938187157	none
AC012499	3.48610692859459	-0.00280420295915033	0.254196766032482	-0.011031623269322	0.991198216637859	0.999980938187157	none
AC012531	3.7081700772578	-0.0990593347109939	0.239768816223219	-0.413145196574571	0.679500237452059	0.999980938187157	none
AC013463	3.23987597011864	0.146654241714672	0.274819513171015	0.533638386963487	0.593591744392286	0.999980938187157	none
AC013733	2.17304519584276	0.475735036930973	0.361182527111624	1.31715961105712	0.187785128984577	0.999980938187157	NA
AC016831	4.0855695926785	0.131109034786438	0.241744158815702	0.542346236735306	0.587580009166034	0.999980938187157	none
AC016999	3.83562841633386	0.148832547043211	0.250763692073875	0.59351713085866	0.552835121821046	0.999980938187157	none
AC017002	4.82389692982314	0.0549760292315223	0.218173145685203	0.251983483388217	0.801053830311881	0.999980938187157	none
AC017104	4.46446848499812	0.0275657394533636	0.224661078265781	0.122699221717224	0.902345280189621	0.999980938187157	none
AC018755	5.24604252930343	0.0422302668126219	0.207528781453876	0.20349113273239	0.838751175752228	0.999980938187157	none
AC018766	2.94923420362586	-0.0982363599286822	0.269352644790224	-0.364712809874914	0.715325795434191	0.999980938187157	none
AC018816	3.89321943406799	-0.162693761939027	0.229899727112754	-0.707672705758515	0.479148530922509	0.999980938187157	none
AC024560	5.27099450720621	-0.187146933222891	0.195373679911768	-0.9578922468339	0.33811709642723	0.999980938187157	none
AC025442	4.37782690437432	-0.131348317785707	0.217962251029028	-0.602619569056541	0.546761799039448	0.999980938187157	none
AC064852	3.23791189399357	0.146473834801115	0.275153491065344	0.532335004124408	0.594493992490238	0.999980938187157	none
AC067956	2.66998596238413	-0.16357569063803	0.27619486181165	-0.592247406650093	0.553684928518408	0.999980938187157	none
AC068039	4.60874091015109	0.0785015918966322	0.224243001572055	0.350073765273819	0.72628333894956	0.999980938187157	none
AC068138	4.11068274691027	0.0676983829596396	0.236677282177052	0.286036675497213	0.774850031536193	0.999980938187157	none
AC068831	3.58206900605473	0.0409204582705709	0.252852532123826	0.161835271835567	0.871435576247762	0.999980938187157	none
AC073283	3.48491712395037	0.0819786787240206	0.259962668218562	0.315347889317313	0.752497528010739	0.999980938187157	none
AC073321	4.34208015199561	0.0837047525210472	0.231121991990428	0.362166974246716	0.717227257450711	0.999980938187157	none
AC074212	2.94163622754621	-0.0563280054805285	0.27126256803814	-0.207651228431225	0.835501301577505	0.999980938187157	none
AC079305	3.36229041622682	-0.221140110403542	0.24572537055777	-0.899948222283998	0.368147805908541	0.999980938187157	none
AC079741	3.99418622848046	-0.119136852714513	0.229443582351242	-0.519242471258722	0.603591665236971	0.999980938187157	none
AC079767	4.14040224737641	0.0788808093163264	0.236526244171926	0.33349706960632	0.738759101090131	0.999980938187157	none
AC079807	3.06361643248191	0.0107471774863516	0.272353943156059	0.0394603337180012	0.968523377976314	0.999980938187157	none
AC083843	5.5785907659075	-0.0947487713180258	0.194020919669846	-0.488343068774513	0.625306859924413	0.999980938187157	none
AC083949	5.15688956342393	0.162782026967825	0.216053467395504	0.75343399451136	0.45118916127869	0.999980938187157	none
AC084219	2.85446817692388	-0.104712919932663	0.272269951143242	-0.384592275030649	0.700539518361758	0.999980938187157	none
AC087501	2.90004726748062	0.0715571851580404	0.283203126377633	0.252670887053074	0.800522546788758	0.999980938187157	none
AC090627	2.71946841550686	0.249107636175543	0.30399153848663	0.819455822407697	0.412526397179404	0.999980938187157	none
AC091133	6.17392643093546	-0.0489240933409138	0.186132851491643	-0.262845021439488	0.792670033109089	0.999980938187157	none
AC091633	2.15875571258701	-0.620979013585511	0.276222152486446	-2.24811445423799	0.0245688926281226	0.999980938187157	NA
AC092192	2.4420262242233	0.139958788383392	0.310556435033039	0.450671029787234	0.652226664995259	0.999980938187157	none
AC092620	5.50137977196502	-0.0672580703748833	0.196861845897309	-0.341651121213035	0.732613460452043	0.999980938187157	none
AC092660	4.15083477295326	0.0465035368139874	0.234348846723761	0.198437233483823	0.842702988505127	0.999980938187157	none
AC092667	3.60748517258187	-0.25422877307286	0.234763180036495	-1.08291586880592	0.278845767595635	0.999980938187157	none
AC100830	4.10978142626879	-0.0730073802270293	0.228679072053082	-0.319256937556937	0.74953168417349	0.999980938187157	none
AC104667	2.98880823924841	0.0676372253042929	0.278193535380599	0.243130111602909	0.807904605258318	0.999980938187157	none
AC106801	4.4665324469797	-0.09952245966622	0.21762150542984	-0.457319047902211	0.647441740620255	0.999980938187157	none
AC108056	2.54439849052894	-0.241902509257559	0.275051781976451	-0.879479883821548	0.379141135499767	0.999980938187157	none
AC112198	2.93179496606038	-0.0131496101485097	0.276120247333578	-0.0476227668035652	0.962016887327355	0.999980938187157	none
AC114730	2.53778177618339	-0.145483317844701	0.281848301148833	-0.51617596150731	0.605731517884256	0.999980938187157	none
